74,right,55086,0,354,319,125,142,332,0,402,enabled,r,go 54590;
75,left,55086,0,0,319,125,142,332,0,0,enabled,l,go 55464;
76,-,55086,17,97,123,303,344,128,18,110,enabled,o,go 56279;
77,marker2,3004,71,147,179,66,75,187,74,167,enabled,,
78,right,3004,0,392,319,87,99,332,0,445,enabled,r,go 4355;
79,left,3004,0,0,319,92,105,332,0,0,enabled,l,go 4785;
80,-,3004,38,230,202,134,152,211,40,261,enabled,o,go 7277;
81,-,3004,89,103,181,127,144,189,93,117,enabled,o,?? ST_Pump=2|go 8154|go 8155;
82,qbow,3004,141,296,48,46,53,50,147,336,enabled,o,go 7277;
83,right,4785,0,379,319,100,114,332,0,430,enabled,r,go 3004;
84,left,4785,0,0,319,82,93,332,0,0,enabled,l,go 5066;
85,-,4785,46,125,161,141,160,168,48,142,enabled,o,go 11348;
86,qpum,4785,141,189,66,58,66,69,147,215,enabled,o,go 11348;
87,left,4355,0,0,319,37,42,332,0,0,enabled,l,go 3004;
88,right,4355,0,375,319,104,118,332,0,425,enabled,r,go 5066;
89,-,4355,58,211,221,166,189,230,61,240,enabled,o,go 5269;
90,-,4355,62,30,150,78,89,157,65,34,enabled,o,go 7277;
91,qlig,4355,138,312,53,36,41,56,144,354,enabled,o,go 5269;
92,qbow,4355,138,30,39,22,25,41,144,34,enabled,o,go 7277;
93,qbow left,4355,138,6,39,25,29,41,144,7,enabled,o,go 3004;
94,right,5066,0,370,319,109,124,332,0,420,enabled,r,go 4785;
95,left,5066,0,0,319,109,124,332,0,0,enabled,l,go 4355;
96,marker,5066,39,200,92,82,93,96,41,227,enabled,,
97,down1,5066,18,186,127,104,118,133,19,211,enabled,o,"?? ST_Pump=1|go 16772,pm EV Drip II Mov,vm 100;"
98,qdad1,5066,72,227,31,25,29,33,75,258,enabled,o,"?? ST_Pump=1|go 16772,pm EV Drip II Mov,vm 100;"
99,right,7277,0,373,319,106,121,332,0,423,enabled,r,go 7674;
100,left,7277,0,0,319,123,140,332,0,0,enabled,l,?? ST_Pump=2|go 8154|go 8155;
101,-,7277,9,125,269,230,261,280,10,142,enabled,o,go 8277;
104,left,8154,0,0,319,112,127,332,0,0,enabled,l,go 7846;
105,right,8154,0,358,319,112,127,332,0,406,enabled,r,go 7277;
107,-,8154,0,147,319,183,208,332,0,167,enabled,o,?? ST_Pump=2|go 28272|go 28273;pm EV Drip II Mov;vm 50;
108,qSirD,8154,99,198,45,36,41,47,104,225,enabled,o,?? ST_Pump=2|go 28272|go 28273;pm EV Drip II Mov;vm 50;
109,marker,7674,19,387,59,90,102,62,20,439,enabled,,
110,right,7674,0,415,319,64,73,332,0,471,enabled,r,go 7846;
111,left,7674,0,0,319,141,160,332,0,0,enabled,l,go 7277;
112,-,7674,0,313,160,166,189,167,0,355,enabled,o,go 5066;
113,-,7674,65,157,89,150,170,93,68,178,enabled,o,go 5269;
114,marker,7846,13,0,67,84,96,70,14,0,enabled,,
115,left,7846,0,0,319,67,76,332,0,0,enabled,l,go 7674;
116,-,7846,15,0,139,126,143,145,16,0,enabled,o,go 5066;
117,right,7846,0,387,319,92,105,332,0,439,enabled,r,?? ST_Pump=2|go 8154|go 8155;
118,-,7846,59,176,132,213,242,138,62,200,enabled,o,go 11348;
119,right,8277,0,380,319,99,113,332,0,431,enabled,r,go 8569;
120,left,8277,0,0,319,99,113,332,0,0,enabled,l,go 8569;
121,-,8277,5,99,236,223,253,246,6,113,enabled,o,go 8776;
122,right,8569,0,381,319,97,110,332,0,432,enabled,r,go 8277;
123,left,8569,0,1,319,97,110,332,0,2,enabled,l,go 8277;
124,-,8569,0,111,270,267,303,281,0,126,enabled,o,go 7846;
125,right,8776,0,375,319,104,118,332,0,425,enabled,r,go 14498;
126,left,8776,0,0,319,86,98,332,0,0,enabled,l,?? ST_Pump=2|go 9375|go 9376;
127,-,8776,29,86,244,232,263,254,31,98,enabled,o,go 9713;
128,qtel,8776,161,86,69,84,96,72,168,98,enabled,o,go 9713;
132,-,9375,0,137,319,200,227,332,0,156,enabled,o,pm EV Drip II Mov;vm 50;go 32358;
133,right,9375,0,360,319,118,134,332,0,408,enabled,r,go 8776;
134,left,9375,0,7,319,118,134,332,0,8,enabled,l,go 9010;
135,qAchD,9375,106,246,44,37,42,46,111,279,enabled,o,pm EV Drip II Mov;vm 50;go 32358;
136,left,14498,0,1,319,110,125,332,0,2,enabled,l,go 8776;
137,right,14498,0,369,319,110,125,332,0,419,enabled,r,go 9010;
138,-,14498,0,111,294,259,294,306,0,126,enabled,o,go 38245;
139,left,9010,0,0,319,110,125,332,0,0,enabled,l,go 14498;
140,-,9010,6,131,293,228,259,305,7,149,enabled,o,go 8569;
141,right,9010,0,352,319,127,144,332,0,399,enabled,r,?? ST_Pump=2|go 9375|go 9376;
142,qste4,9010,124,259,63,68,78,66,130,294,enabled,o,go 8569;
143,marker,53791,196,140,28,10,12,30,204,159,enabled,,
144,-,53406,0,0,319,480,544,332,0,0,enabled,o,go 23473;
145,-,53406,11,146,295,189,215,307,12,166,enabled,o,go 53570;
146,-,53570,0,0,319,480,544,332,0,0,enabled,o,go 23473;
147,-,53570,9,67,298,344,390,311,10,76,enabled,,
148,marker,53570,166,277,80,112,127,84,173,314,enabled,,ca X_Linking linkToAge:iMystDB;
149,-,18133,4,147,203,179,203,212,5,167,enabled,o,go 18382;vm 100;
150,right,18133,0,340,319,139,158,332,0,386,enabled,r,go 22222;
151,left,18133,0,0,319,139,158,332,0,0,enabled,l,go 22222;
152,-,22222,0,99,320,252,286,333,0,113,enabled,o,go 22387;pm EV Drip II Mov;vm 100;in 1\ps DR FrplDr Up;sv ST_TunnelDoorD=NO;
153,right,22222,0,334,319,142,161,332,0,379,enabled,r,go 18133;
154,left,22222,0,0,319,142,161,332,0,0,enabled,l,go 18133;
155,-,18382,0,82,246,302,343,256,0,93,enabled,o,go 18589;vm 125;
156,left,18382,0,0,319,126,143,332,0,0,enabled,l,go 21969;
157,right,18382,0,410,320,71,81,333,0,465,enabled,r,go 21969;
158,-,21969,10,152,297,174,198,310,11,173,enabled,o,go 22222;vm 75;
159,right,21969,0,339,319,135,153,332,0,385,enabled,r,go 18382;
160,left,21969,0,3,319,135,153,332,0,4,enabled,l,go 18382;
161,-,18589,0,76,236,285,323,246,0,87,enabled,o,go 18724;vm 150;
162,left,18589,0,0,319,113,129,332,0,0,enabled,l,go 21345;
163,right,18589,0,362,319,113,129,332,0,411,enabled,r,go 21345;
164,-,21345,0,131,301,210,238,314,0,149,enabled,o,go 21969;vm 100;
165,right,21345,0,339,319,140,159,332,0,385,enabled,r,go 18589;
166,left,21345,0,0,319,140,159,332,0,0,enabled,l,go 18589;
167,-,18724,0,106,271,276,313,283,0,121,enabled,o,go 19153;vm 175;
168,right,18724,0,372,320,112,127,333,0,422,enabled,r,go 20949;
169,left,18724,0,4,319,112,127,332,0,5,enabled,l,go 20949;
170,qDadD,18724,171,149,63,82,93,66,178,169,enabled,o,go 19153;vm 175;
171,-,20949,0,110,320,313,355,333,0,125,enabled,o,go 21345;vm 125;
172,right,20949,0,426,319,53,61,332,0,483,enabled,r,go 18724;
173,left,20949,0,0,319,110,125,332,0,0,enabled,l,go 18724;
174,-,19153,0,136,245,208,236,255,0,155,enabled,o,go 19700;vm 200;
175,right,19153,0,351,320,139,158,333,0,398,enabled,r,go 20695;
176,left,19153,0,0,319,139,158,332,0,0,enabled,l,go 20695;
177,-,20695,0,96,320,283,321,333,0,109,enabled,o,go 20949;vm 150;
178,right,20695,0,370,320,126,143,333,0,420,enabled,r,go 19153;
179,left,20695,0,0,319,126,143,332,0,0,enabled,l,go 19153;
180,-,23473,0,0,319,480,544,332,0,0,enabled,o,in 1\ps cGas;pv BookRoom Down-F.m4v\go 15664=n\vm 200;
181,-,23473,147,213,76,59,67,80,153,242,enabled,o,go 53406;
182,none,15664,0,7,319,467,530,332,0,8,enabled,o,go 19700;vm 200;
183,table,15664,67,140,157,215,244,164,70,159,enabled,o,in 1\ps cGas;pv BookRoom Up-F.m4v\go 23473=n\vm 250;
184,book,15664,151,216,70,52,59,73,158,245,disabled,,
185,right,19700,0,335,320,142,161,333,0,380,enabled,r,go 19768;
186,left,19700,0,5,319,142,161,332,0,6,enabled,l,go 20098;
187,none,19700,0,136,61,219,249,64,0,155,enabled,o,go 15664;vm 250;
188,right,20098,24,340,295,130,148,307,25,386,enabled,r,go 19700;
189,left,20098,0,6,319,153,174,332,0,7,enabled,l,go 20478;
190,left,19768,0,6,319,100,114,332,0,7,enabled,l,go 19700;
191,right,19768,0,322,319,153,174,332,0,365,enabled,r,go 20478;
192,-,20478,0,77,319,170,193,332,0,88,enabled,o,go 20695;vm 175;
193,right,20478,0,366,319,113,129,332,0,415,enabled,r,go 20098;
194,left,20478,0,0,319,76,87,332,0,0,enabled,l,go 19768;
195,qDad2,20478,193,168,100,77,88,105,201,191,enabled,o,go 20695;vm 175;
196,right,38245,0,352,319,127,144,332,0,399,enabled,r,go 25561;
197,left,38245,0,0,319,127,144,332,0,0,enabled,l,go 24007;
198,right,24007,0,358,319,121,138,332,0,406,enabled,r,go 38245;
199,left,24007,0,0,319,121,138,332,0,0,enabled,l,go 38423;
200,-,24007,38,67,198,120,136,207,40,76,enabled,o,go 9713;
201,-,24007,181,0,94,110,125,98,189,0,enabled,o,go 9713;
202,qtel,24007,218,0,37,33,38,39,227,0,enabled,o,go 9713;
203,left,25561,0,0,319,117,133,332,0,0,enabled,l,go 38245;
204,right,25561,0,345,319,135,153,332,0,391,enabled,r,go 38423;
205,qste4 right,25561,141,435,26,25,29,28,147,493,enabled,o,go 38423;
206,right,38423,0,385,319,94,107,332,0,437,enabled,r,go 24007;
207,left,38423,0,0,319,94,107,332,0,0,enabled,l,go 25561;
208,marker2,38423,81,188,170,60,68,177,85,214,enabled,o,?? ST_Pump=2|go 9375|go 9376;
209,-,38423,66,94,186,82,93,194,69,107,enabled,o,go 9010;
210,-,38423,50,382,161,97,110,168,53,433,enabled,o,go 9713;
211,qtel right,38423,242,426,23,37,42,24,252,483,enabled,o,go 24007;
212,-,44006,0,0,319,480,544,332,0,0,enabled,o,ca ST_Blink killBlinkTimer:;go 43543;
213,none,44006,44,235,241,114,130,251,46,267,enabled,o,ca ST_Blink killBlinkTimer:;go 30263;pm EV Drip II Mov;vm 100;
214,none,44006,45,133,242,104,118,252,47,151,enabled,o,ca ST_Blink killBlinkTimer:;go 29287;pm EV Drip II Mov;vm 100;
215,-,41476,0,0,319,480,544,332,0,0,enabled,o,ca ST_Blink killBlinkTimer:;go 41220;
216,none,41476,42,237,241,105,119,251,44,269,enabled,o,ca ST_Blink killBlinkTimer:;go 34007;pm EV Drip II Mov;vm 100;
217,none,41476,42,132,241,105,119,251,44,150,enabled,o,ca ST_Blink killBlinkTimer:;go 34998;pm EV Drip II Mov;vm 100;
218,-,41982,0,161,268,161,183,279,0,183,enabled,o,ca ST_Blink killBlinkTimer:;go 42238;
219,right,41982,0,338,319,141,160,332,0,384,enabled,r,ca ST_Blink killBlinkTimer:;go 41220;
220,left,41982,0,0,319,147,167,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 41220;
221,qdom1,41982,184,222,56,39,45,59,192,252,enabled,o,ca ST_Blink killBlinkTimer:;go 42238;
222,-,39189,0,171,275,147,167,287,0,194,enabled,o,ca ST_Blink killBlinkTimer:;go 39587;
223,right,39189,0,342,319,137,156,332,0,388,enabled,r,ca ST_Blink killBlinkTimer:;go 43543;
224,left,39189,0,0,319,142,161,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 43543;
225,qDom2,39189,171,216,73,45,51,76,178,245,enabled,o,ca ST_Blink killBlinkTimer:;go 39587;
226,-,43543,61,172,123,126,143,128,64,195,enabled,o,ca ST_Blink killBlinkTimer:;go 44006;
227,right,43543,0,315,319,162,184,332,0,357,enabled,r,ca ST_Blink killBlinkTimer:;go 39189;
228,left,43543,0,1,319,162,184,332,0,2,enabled,l,ca ST_Blink killBlinkTimer:;go 39189;
229,-,41220,56,173,120,128,146,125,59,197,enabled,o,ca ST_Blink killBlinkTimer:;go 41476;
230,right,41220,0,325,319,154,175,332,0,369,enabled,r,ca ST_Blink killBlinkTimer:;go 41982;
231,left,41220,0,0,319,162,184,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 41982;
232,-,42238,0,160,266,160,182,277,0,182,enabled,o,ca ST_Blink killBlinkTimer:;go 42296;
233,right,42238,0,331,319,148,168,332,0,376,enabled,r,ca ST_Blink killBlinkTimer:;go 41079;
234,left,42238,0,0,319,141,160,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 41079;
235,qdom1,42238,171,217,67,46,53,70,178,246,enabled,o,ca ST_Blink killBlinkTimer:;go 42296;
236,-,39587,0,185,279,109,124,291,0,210,enabled,o,ca ST_Blink killBlinkTimer:;go 39710;
237,right,39587,0,331,319,148,168,332,0,376,enabled,r,ca ST_Blink killBlinkTimer:;go 43330;
238,left,39587,0,0,319,148,168,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 43330;
239,qDom2,39587,166,217,75,53,61,79,173,246,enabled,o,ca ST_Blink killBlinkTimer:;go 39710;
240,-,43330,0,148,275,189,215,287,0,168,enabled,o,ca ST_Blink killBlinkTimer:;go 43543;
241,right,43330,0,347,319,132,150,332,0,394,enabled,r,ca ST_Blink killBlinkTimer:;go 39587;
242,left,43330,0,0,319,148,168,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 39587;
243,qDomB,43330,147,216,76,57,65,80,153,245,enabled,o,ca ST_Blink killBlinkTimer:;go 43543;
244,-,41079,0,180,273,124,141,285,0,204,enabled,o,ca ST_Blink killBlinkTimer:;go 41220;
245,right,41079,0,327,319,152,173,332,0,371,enabled,r,ca ST_Blink killBlinkTimer:;go 42238;
246,left,41079,0,0,319,170,193,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 42238;
247,qdomA,41079,133,216,85,66,75,89,139,245,enabled,o,ca ST_Blink killBlinkTimer:;go 41220;
248,-,43252,0,177,261,135,153,272,0,201,enabled,o,ca ST_Blink killBlinkTimer:;go 43330;
249,right,43252,0,331,319,142,161,332,0,376,enabled,r,ca ST_Blink killBlinkTimer:;go 39710;
250,left,43252,0,6,319,142,161,332,0,7,enabled,l,ca ST_Blink killBlinkTimer:;go 39710;
251,qDomB,43252,174,223,50,38,44,53,182,253,enabled,o,ca ST_Blink killBlinkTimer:;go 43330;
252,-,40849,0,157,266,171,194,277,0,178,enabled,o,ca ST_Blink killBlinkTimer:;go 41079;
253,right,40849,0,299,319,180,204,332,0,339,enabled,r,ca ST_Blink killBlinkTimer:;go 42296;
254,left,40849,0,0,319,169,192,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 42296;
255,qdomA,40849,170,218,64,47,54,67,177,248,enabled,o,ca ST_Blink killBlinkTimer:;go 41079;
256,center,42851,0,132,320,214,243,333,0,150,enabled,o,go 43252;
257,right,42851,0,356,320,124,141,333,0,404,enabled,r,go 40070;
258,left,42851,0,5,319,124,141,332,0,6,enabled,l,go 40070;
259,qDomB,42851,186,222,44,37,42,46,194,252,enabled,o,go 43252;
260,center,40560,0,132,320,214,243,333,0,150,enabled,o,ca ST_Blink killBlinkTimer:;go 40849;
261,right,40560,0,353,319,123,140,332,0,401,enabled,r,ca ST_Blink killBlinkTimer:;go 42593;
262,left,40560,0,0,319,123,140,332,0,0,enabled,l,ca ST_Blink killBlinkTimer:;go 42593;
263,qdomA,40560,182,224,53,37,42,56,190,254,enabled,o,ca ST_Blink killBlinkTimer:;go 40849;
264,up,40420,0,0,319,480,544,332,0,0,enabled,,ca ST_Blink leaveCompass:;
265,-,40420,78,317,147,39,45,153,82,360,enabled,,zm -1.0=0=0=0.5;en SW=YES;en NW=YES;en NE=YES;en SE=YES;
266,-,40420,57,281,189,46,53,197,60,319,enabled,,zm -1.0=0=0=0.5;en SW=YES;en NW=YES;en NE=YES;en SE=YES;
267,-,40420,40,181,231,119,135,241,42,206,enabled,,zm -1.0=0=0=0.5;en SW=YES;en NW=YES;en NE=YES;en SE=YES;
268,-,40420,67,143,175,43,49,183,70,163,enabled,,zm -1.0=0=0=0.5;en SW=YES;en NW=YES;en NE=YES;en SE=YES;
269,-,40420,88,126,131,26,30,137,92,143,enabled,,zm -1.0=0=0=0.5;en SW=YES;en NW=YES;en NE=YES;en SE=YES;
270,1,40420,251,237,18,10,12,19,262,269,enabled,,ca ST_Blink compassButton:1;
271,2,40420,251,255,16,10,12,17,262,289,enabled,,ca ST_Blink compassButton:2;
272,3,40420,245,272,18,11,13,19,255,309,enabled,,ca ST_Blink compassButton:3;
273,4,40420,239,288,16,10,12,17,249,327,enabled,,ca ST_Blink compassButton:4;
274,5,40420,229,303,15,10,12,16,239,344,enabled,,ca ST_Blink compassButton:5;
275,6,40420,218,315,16,12,14,17,227,357,enabled,,ca ST_Blink compassButton:6;
276,7,40420,204,327,15,12,14,16,213,371,enabled,,ca ST_Blink compassButton:7;
277,8,40420,186,336,15,12,14,16,194,381,enabled,,ca ST_Blink compassButton:8;
278,9,40420,168,339,15,12,14,16,175,385,enabled,,ca ST_Blink compassButton:9;
279,10,40420,148,340,16,12,14,17,155,386,enabled,,ca ST_Blink compassButton:10;
280,11,40420,126,337,18,12,14,19,132,382,enabled,,ca ST_Blink compassButton:11;
281,12,40420,109,324,21,17,20,22,114,368,enabled,,ca ST_Blink compassButton:12;
282,13,40420,92,315,20,15,17,21,96,357,enabled,,ca ST_Blink compassButton:13;
283,14,40420,76,299,20,12,14,21,80,339,enabled,,ca ST_Blink compassButton:14;
284,15,40420,65,279,19,12,14,20,68,317,enabled,,ca ST_Blink compassButton:15;
285,16,40420,57,256,20,13,15,21,60,291,enabled,,ca ST_Blink compassButton:16;
286,17,40420,57,233,18,11,13,19,60,265,enabled,,ca ST_Blink compassButton:17;
287,18,40420,59,210,21,11,13,22,62,238,enabled,,ca ST_Blink compassButton:18;
288,19,40420,68,187,20,12,14,21,71,212,enabled,,ca ST_Blink compassButton:19;
289,20,40420,78,167,23,15,17,24,82,190,enabled,,ca ST_Blink compassButton:20;
290,21,40420,96,153,19,12,14,20,100,174,enabled,,ca ST_Blink compassButton:21;
291,22,40420,113,139,19,16,19,20,118,158,enabled,,ca ST_Blink compassButton:22;
292,23,40420,132,133,19,14,16,20,138,151,enabled,,ca ST_Blink compassButton:23;
293,24,40420,153,131,17,13,15,18,160,149,enabled,,ca ST_Blink compassButton:24;
294,25,40420,171,131,19,14,16,20,178,149,enabled,,ca ST_Blink compassButton:25;
295,26,40420,188,138,18,13,15,19,196,157,enabled,,ca ST_Blink compassButton:26;
296,27,40420,205,144,16,13,15,17,214,164,enabled,,ca ST_Blink compassButton:27;
297,28,40420,219,157,17,12,14,18,228,178,enabled,,ca ST_Blink compassButton:28;
298,29,40420,231,169,18,13,15,19,241,192,enabled,,ca ST_Blink compassButton:29;
299,30,40420,241,185,16,12,14,17,251,210,enabled,,ca ST_Blink compassButton:30;
300,31,40420,246,201,17,13,15,18,256,228,enabled,,ca ST_Blink compassButton:31;
301,32,40420,250,219,18,10,12,19,261,249,enabled,,ca ST_Blink compassButton:32;
302,-,42296,0,155,295,168,191,307,0,176,enabled,o,go 42593;
303,right,42296,0,337,319,142,161,332,0,382,enabled,r,go 40849;
304,left,42296,20,0,299,149,169,312,21,0,enabled,l,go 40849;
305,-,42593,27,5,255,150,170,266,29,6,enabled,o,go 42851;
306,right,42593,0,371,319,101,115,332,0,421,enabled,r,go 40560;
307,down,42593,0,158,75,173,197,79,0,180,enabled,d,ca ST_Blink setCompassPopCard:42593;go 40420;
308,-,39710,0,165,278,172,195,290,0,187,enabled,o,go 40070;
309,right,39710,0,348,319,131,149,332,0,395,enabled,r,go 43252;
310,left,39710,21,0,298,124,141,311,22,0,enabled,l,go 43252;
311,down,40070,0,144,82,192,218,86,0,164,enabled,d,ca ST_Blink setCompassPopCard:40070;go 40420;
312,-,40070,2,320,285,150,170,297,3,363,enabled,o,go 40560;
313,left,40070,0,0,319,112,127,332,0,0,enabled,l,go 42851;
314,right,14325,0,351,319,128,146,332,0,398,enabled,r,?? ST_Pump=3|go 21557|go 13528;
315,left,14325,0,3,319,128,146,332,0,4,enabled,l,go 13528;
316,-,14325,0,121,320,243,276,333,0,138,enabled,o,?? ST_Key=held|sv ST_Key=floor;pm AR Water!Wind Mov;vm 175;go 6623;
317,right,14325,0,349,76,130,148,80,0,396,enabled,r,go 21557;
318,marker2,13528,249,173,33,118,134,35,260,197,enabled,,
319,marker3,13528,0,50,73,149,169,76,0,57,enabled,,
320,-,13528,126,140,193,176,200,201,132,159,enabled,o,go 13801;
321,right,13528,0,359,319,118,134,332,0,407,enabled,r,go 14325;
322,left,13528,0,0,319,118,134,332,0,0,enabled,l,go 14325;
323,marker,13528,0,0,60,401,455,63,0,0,enabled,,
324,-,13528,0,120,130,196,223,136,0,136,enabled,o,go 19307;
325,down,13528,0,0,67,195,221,70,0,0,enabled,d,?? ST_Pump=3|go 21557|go 19307;
326,marker2,27062,0,85,63,63,72,66,0,97,enabled,,
327,-,27062,0,0,319,480,544,332,0,0,enabled,o,go 24357;
328,-,27062,31,97,257,322,365,268,33,110,enabled,,
329,marker,27062,0,85,64,63,72,67,0,97,enabled,q,ca ST_Chest turnChestValve:;
330,marker,13829,0,0,71,402,456,74,0,0,enabled,,
331,right,13829,142,373,177,105,119,185,148,423,enabled,r,go 13801;
332,left,13829,0,0,319,99,113,332,0,0,enabled,l,go 13801;
333,-,13829,0,151,320,187,212,333,0,172,enabled,o,go 14325;
334,right,13829,0,368,161,111,126,168,0,418,enabled,r,go 19307;
335,down,13829,0,25,57,440,499,60,0,29,enabled,d,go 21190;
